title,br_id,media_type,distributor,genres,rating,bluray_ratings,media_img,release_date
The Last Temptation of Christ (1988),35194,blu_ray,Criterion,Drama; History; Epic,7.8,3D = 0.0; 4K = 0.0; Audio = 4.9; Extras = 3.7; Video = 4.6,https://images2.static-bluray.com/movies/covers/35194_medium.jpg?t=1534045062,"Mar 13, 2012"
The Last Witch Hunter 4K (2015),147732,blu_ray,Lionsgate Films,Action; Adventure; Fantasy; Supernatural; Horror,5.9,3D = 0.0; 4K = 3.1; Audio = 4.9; Extras = 0.5; Video = 4.5,https://images4.static-bluray.com/movies/covers/147732_medium.jpg?t=1452629908,"Mar 01, 2016"
The Lawnmower Man (1992),64484,blu_ray,Shout Factory,Horror; Sci-Fi,5.8,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 4.5; Video = 4.0,https://images2.static-bluray.com/movies/covers/64484_medium.jpg?t=1488936866,"Jun 20, 2017"
Lawrence of Arabia (1962),52492,blu_ray,Sony Pictures,Drama; Period; Epic; History; War; Biography; Adventure,8.9,3D = 0.0; 4K = 0.0; Audio = 4.8; Extras = 3.8; Video = 4.9,https://images4.static-bluray.com/movies/covers/52492_medium.jpg?t=1440166670,"Nov 13, 2012"
The LEGO Batman Movie (2017),167931,blu_ray,Warner Bros.,Adventure; Fantasy; Sci-Fi; Action; Comic book; Animation; Family; Comedy,7.4,3D = 0.0; 4K = 0.0; Audio = 4.2; Extras = 4.0; Video = 4.5,https://images.static-bluray.com/movies/covers/167931_medium.jpg?t=1487436797,"Jun 13, 2017"
The LEGO Movie (2014),94842,blu_ray,Warner Bros.,Adventure; Family; Animation; Comedy; Action,8.1,3D = 0.0; 4K = 0.0; Audio = 4.9; Extras = 3.2; Video = 4.9,https://images.static-bluray.com/movies/covers/94842_medium.jpg?t=1397759983,"Jun 17, 2014"
Leprechaun: The Complete Movie Collection (1993-2014),105741,blu_ray,Lionsgate Films,Horror; Dark humor; Comedy; Music; Sci-Fi; Action; Fantasy,5.1,3D = 0.0; 4K = 0.0; Audio = 3.9; Extras = 3.9; Video = 3.6,https://images2.static-bluray.com/movies/covers/105741_medium.jpg?t=1430282562,2014
Leviathan (1989),99642,blu_ray,Shout Factory,Horror; Mystery; Thriller; Sci-Fi; Adventure,6.5,3D = 0.0; 4K = 0.0; Audio = 3.9; Extras = 3.2; Video = 3.9,https://images4.static-bluray.com/movies/covers/99642_medium.jpg?t=1435236609,"Aug 19, 2014"
Lifeforce (1985),204254,blu_ray,Shout Factory,Horror; Thriller; Sci-Fi,6.9,3D = 0.0; 4K = 0.0; Audio = 4.8; Extras = 4.5; Video = 4.5,https://images3.static-bluray.com/movies/covers/204254_medium.jpg?t=1527199429,"Aug 14, 2018"
Lone Wolf and Cub (1972-1974),156430,blu_ray,Criterion,Foreign; Drama; Martial arts; Crime; Comic book; Adventure; Action,7.4,3D = 0.0; 4K = 0.0; Audio = 4.2; Extras = 4.2; Video = 4.8,https://images3.static-bluray.com/movies/covers/156430_medium.jpg?t=1544933735,1974
Lord of the Flies (1963),70516,blu_ray,Criterion,Drama; Coming of age; Thriller; Adventure,7.2,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 4.9; Video = 4.9,https://images3.static-bluray.com/movies/covers/70516_medium.jpg?t=1533941557,"Jul 16, 2013"
The Lord of the Rings: The Motion Picture Trilogy (2001-2003),59886,blu_ray,New Line Cinema,Adventure; Action; Epic; Fantasy,9,3D = 0.0; 4K = 0.0; Audio = 5.0; Extras = 5.0; Video = 5.0,https://images2.static-bluray.com/movies/covers/59886_medium.jpg?t=1352984195,2003
Lurking Fear (1994),156891,blu_ray,Full Moon Features,Horror; Action,6.1,3D = 0.0; 4K = 0.0; Audio = 2.8; Extras = 3.0; Video = 3.2,https://images2.static-bluray.com/movies/covers/156891_medium.jpg?t=1477016792,"Apr 11, 2017"
Machete (2010),157914,blu_ray,20th Century Fox,Thriller; Action; Crime; Dark humor,6.9,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/covers/157914_medium.jpg?t=1465981725,"Jun 07, 2016"
The Machinist (2004),181163,blu_ray,Paramount Pictures,Psychological thriller; Drama; Surreal; Mystery; Imaginary; Thriller,7.5,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/covers/181163_medium.jpg?t=1500989068,"Aug 01, 2017"
Mad Max: High Octane Collection (1979-2015),164477,blu_ray,Warner Bros.,Action; Sci-Fi; Thriller; Adventure,7.6,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/covers/164477_medium.jpg?t=1475659909,2015
Madman (1982),109088,blu_ray,Vinegar Syndrome,Horror,6.4,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 5.0; Video = 4.0,https://images4.static-bluray.com/movies/covers/109088_medium.jpg?t=1425691530,"May 26, 2015"
Malibu Express (1985),231371,blu_ray,Mill Creek Entertainment,Erotic; Thriller; Comedy; Adventure; Action,5.5,3D = 0.0; 4K = 0.0; Audio = 3.0; Extras = 3.0; Video = 4.0,https://images3.static-bluray.com/movies/covers/231371_medium.jpg?t=1548358778,"Apr 16, 2019"
The Man from U.N.C.L.E. (2015),125488,blu_ray,Warner Bros.,Action; Adventure; Dark humor; Comedy,7.4,3D = 0.0; 4K = 0.0; Audio = 4.4; Extras = 2.3; Video = 4.3,https://images2.static-bluray.com/movies/covers/125488_medium.jpg?t=1444869353,"Nov 17, 2015"
The Man Who Killed Hitler and Then The Bigfoot (2018),229142,blu_ray,RLJ Entertainment,Adventure; Drama,6.6,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 4.2; Video = 4.5,https://images2.static-bluray.com/movies/covers/229142_medium.jpg?t=1550029141,"Apr 02, 2019"
The Man with No Name Trilogy (1964-1966),95396,blu_ray,Metro-Goldwyn-Mayer,Drama; Period; Western; Epic; Adventure; Action,8.4,3D = 0.0; 4K = 0.0; Audio = 4.1; Extras = 4.0; Video = 4.2,https://images4.static-bluray.com/movies/covers/95396_medium.jpg?t=1581986254,1966
Mandy (2018),210312,blu_ray,RLJ Entertainment,Horror; Surreal; Period; Thriller,7.2,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 2.0; Video = 4.0,https://images.static-bluray.com/movies/covers/210312_medium.jpg?t=1536863996,"Oct 30, 2018"
The Mangler (1995),214600,blu_ray,Shout Factory,Horror; Supernatural; Thriller,5.5,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 2.5; Video = 4.5,https://images3.static-bluray.com/movies/covers/214600_medium.jpg?t=1536113865,"Dec 11, 2018"
Manhunter (1986),143441,blu_ray,Shout Factory,Thriller; Mystery; Crime; Drama,7.6,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 4.2; Video = 3.9,https://images.static-bluray.com/movies/covers/143441_medium.jpg?t=1455015464,"May 24, 2016"
Maniac Cop (1988),25286,blu_ray,Synapse Films,Horror; Crime; Action,6.5,3D = 0.0; 4K = 0.0; Audio = 3.8; Extras = 2.6; Video = 3.6,https://images.static-bluray.com/movies/covers/25286_medium.jpg?t=1388283251,"Oct 11, 2011"
Maniac Cop 2 (1990),75423,blu_ray,Blue Underground,Horror; Thriller; Crime; Action,7,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 4.2; Video = 4.8,https://images.static-bluray.com/movies/covers/75423_medium.jpg?t=1385159550,"Nov 19, 2013"
Maniac Cop 3: Badge of Silence (1993),75426,blu_ray,Blue Underground,Horror; Thriller,5.8,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 3.8; Video = 4.5,https://images2.static-bluray.com/movies/covers/75426_medium.jpg?t=1385159574,"Nov 19, 2013"
Mankillers (1987),158986,blu_ray,Slasher // Video,Action,6.1,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/covers/158986_medium.jpg?t=1467153194,"Sep 13, 2016"
El Mariachi / Desperado (1992-1995),17327,blu_ray,Sony Pictures,Crime; Action; Thriller; Dark humor; Foreign; Drama,7,3D = 0.0; 4K = 0.0; Audio = 4.3; Extras = 4.0; Video = 4.2,https://images4.static-bluray.com/movies/covers/17327_medium.jpg?t=1505248521,1995
Mars Attacks! (1996),8882,blu_ray,Warner Bros.,Comedy; Dark humor; Sci-Fi,6.4,3D = 0.0; 4K = 0.0; Audio = 3.4; Extras = 0.0; Video = 3.3,https://images2.static-bluray.com/movies/covers/8882_medium.jpg?t=0,"Sep 07, 2010"
The Martian (2015),155210,blu_ray,20th Century Fox,Adventure; Sci-Fi; Drama,8.1,3D = 0.0; 4K = 0.0; Audio = 5.0; Extras = 4.8; Video = 4.8,https://images2.static-bluray.com/movies/covers/155210_medium.jpg?t=1461959894,"Jun 07, 2016"
Masked Mutilator (2019),240420,blu_ray,Intervision Picture Corp,Horror,6.6,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/covers/240420_medium.jpg?t=1557864906,"May 14, 2019"
Maximum Overdrive (1986),79558,blu_ray,Lionsgate Films,Horror; Sci-Fi; Action,5.9,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 4.0; Video = 3.8,https://images2.static-bluray.com/movies/covers/79558_medium.jpg?t=1540399906,"Oct 23, 2018"
Mean Girls (2004),239529,blu_ray,Paramount Pictures,Comedy; Romance; Teen; Coming of age,7.3,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 0.0; Video = 4.0,https://images2.static-bluray.com/movies/covers/239529_medium.jpg?t=1563100746,"Jun 11, 2019"
The Mel Brooks Collection (1970-1993),44950,blu_ray,20th Century Fox,Comedy; Adventure; Musical; Sci-Fi; Western; Horror; War; History; Thriller; Drama,7.1,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 4.0; Video = 4.0,https://images4.static-bluray.com/movies/covers/44950_medium.jpg?t=1370425376,1993
Miami Connection (1987),54729,blu_ray,Image Entertainment,Martial arts; Thriller; Crime; Action,6.6,3D = 0.0; 4K = 0.0; Audio = 2.8; Extras = 3.8; Video = 2.8,https://images3.static-bluray.com/movies/covers/54729_medium.jpg?t=1346902133,"Dec 11, 2012"
Microwave Massacre (1983),155665,blu_ray,Arrow,Horror; Comedy,5.9,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 2.5; Video = 4.0,https://images4.static-bluray.com/movies/covers/155665_medium.jpg?t=1462567360,"Aug 16, 2016"
Millennium / R.O.T.O.R. (1987-1989),144330,blu_ray,Shout Factory,Action; Drama; Mystery; Sci-Fi,5.8,3D = 0.0; 4K = 0.0; Audio = 3.0; Extras = 0.0; Video = 3.5,https://images3.static-bluray.com/movies/covers/144330_medium.jpg?t=1453830200,1989
Missing in Action (1984),178946,blu_ray,Shout Factory,Action; War; Adventure; Drama,6,3D = 0.0; 4K = 0.0; Audio = 3.8; Extras = 3.5; Video = 3.8,https://images3.static-bluray.com/movies/covers/178946_medium.jpg?t=1493915507,"Aug 15, 2017"
Missing in Action 2: The Beginning (1985),41831,blu_ray,Metro-Goldwyn-Mayer,Action; Martial arts; War; Drama,6,3D = 0.0; 4K = 0.0; Audio = 3.4; Extras = 0.7; Video = 3.6,https://images.static-bluray.com/movies/covers/41831_medium.jpg?t=1438137107,"Jun 05, 2012"
The Mist (2007),992,blu_ray,Genius Products (TVN),Horror; Thriller; Sci-Fi; Melodrama,7.5,3D = 0.0; 4K = 0.0; Audio = 3.9; Extras = 3.6; Video = 4.0,https://images2.static-bluray.com/movies/covers/992_medium.jpg?t=1572481076,"Sep 16, 2008"
Mobile Suit Gundam: The 08th MS Team - Complete Collection (1996-2013),8897,blu_ray,Right Stuf,Anime; Action; Sci-Fi; Adventure; War; Romance; Drama,7,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 1.5; Video = 4.5,https://images2.static-bluray.com/movies/covers/8897_medium.jpg?t=1488772328,2013
Mobile Suit Gundam: Collection 01 (1979-1980),138601,blu_ray,Right Stuf,Anime; Sci-Fi; Action; War; Drama,7,3D = 0.0; 4K = 0.0; Audio = 3.8; Extras = 1.8; Video = 3.0,https://images3.static-bluray.com/movies/covers/138601_medium.jpg?t=1439643076,1980
Mobile Suit Gundam: Collection 02 (1979-1980),140577,blu_ray,Right Stuf,Anime; Sci-Fi; Action; War; Drama,7,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/covers/140577_medium.jpg?t=1442252385,1980
Mobile Suit Gundam 0083: Stardust Memory - Complete Collection (1991-1992),173221,blu_ray,Right Stuf,Anime; Action; Sci-Fi; Drama,7.4,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/covers/173221_medium.jpg?t=1486527173,1992
Mobile Suit Gundam ZZ: Collection 1 (1986),153628,blu_ray,Right Stuf,Anime; Action; Foreign; Fantasy; War,6.4,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/covers/153628_medium.jpg?t=1459801587,"Jun 07, 2016"
Mobile Suit Gundam ZZ: Collection 2 (1986),154990,blu_ray,Right Stuf,Anime; Action; Foreign; Fantasy; War,6.4,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/covers/154990_medium.jpg?t=1462869612,"Jul 05, 2016"
Mobile Suit Zeta Gundam: Part 1 Collection (1985-1986),147266,blu_ray,Right Stuf,Anime; Sci-Fi; Action; Drama; War; Adventure,7,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/covers/147266_medium.jpg?t=1452052891,1986
Mobile Suit Zeta Gundam: Part 2 Collection (1985-1986),148878,blu_ray,Right Stuf,Anime; Sci-Fi; Action; Drama; War; Adventure,7,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/covers/148878_medium.jpg?t=1454958300,1986
Monkey Shines (1988),109617,blu_ray,Shout Factory,Horror; Thriller; Sci-Fi; Drama,6.1,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 3.0; Video = 3.5,https://images4.static-bluray.com/movies/covers/109617_medium.jpg?t=1407518663,"Nov 18, 2014"
Monty Python and the Holy Grail (1975),138757,blu_ray,Sony Pictures,Dark humor; Comedy; Surreal; Imaginary; Adventure,8.4,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 4.0; Video = 4.5,https://images.static-bluray.com/movies/covers/138757_medium.jpg?t=1439813233,"Oct 27, 2015"
Mosquito (1995),133566,blu_ray,Synapse Films,Horror,6.3,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 5.0; Video = 4.0,https://images4.static-bluray.com/movies/covers/133566_medium.jpg?t=1437597907,"Oct 13, 2015"
Motel Hell (1980),79571,blu_ray,Shout Factory,Horror; Dark humor,6.6,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 4.0; Video = 2.5,https://images3.static-bluray.com/movies/covers/79571_medium.jpg?t=1400256002,"Aug 12, 2014"
Mothra (1961),241493,blu_ray,Mill Creek Entertainment,Foreign; Sci-Fi; Supernatural; Fantasy; Mystery; Adventure; Action; Family; Drama,7,3D = 0.0; 4K = 0.0; Audio = 3.0; Extras = 2.5; Video = 3.8,https://images3.static-bluray.com/movies/covers/241493_medium.jpg?t=1556332469,"Jul 09, 2019"
Mountaintop Motel Massacre (1986),240697,blu_ray,Vinegar Syndrome,Horror; Thriller,5.8,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 5.0; Video = 4.5,https://images2.static-bluray.com/movies/covers/240697_medium.jpg?t=1560463719,"Sep 24, 2019"
Mulholland Drive (2001),68150,blu_ray,Criterion,Drama; Psychological thriller; Surreal; Mystery; Thriller,8.6,3D = 0.0; 4K = 0.0; Audio = 4.9; Extras = 4.6; Video = 4.0,https://images2.static-bluray.com/movies/covers/68150_medium.jpg?t=1545071537,"Oct 27, 2015"
The Mummy: Ultimate Collection (1999-2008),177795,blu_ray,Universal Studios,Action; Adventure; Fantasy; Thriller; Comedy; Horror,6.2,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/covers/177795_medium.jpg?t=1494375135,2008
The Mutilator (1985),127653,blu_ray,Arrow,Horror,6.2,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 5.0; Video = 4.0,https://images4.static-bluray.com/movies/covers/127653_medium.jpg?t=1434025787,"Feb 16, 2016"
Napoleon Dynamite (2004),2535,blu_ray,20th Century Fox,Comedy; Teen; Coming of age,7,3D = 0.0; 4K = 0.0; Audio = 3.8; Extras = 3.7; Video = 4.0,https://images3.static-bluray.com/movies/covers/2535_medium.jpg?t=1388194302,"Feb 03, 2009"
Navy Seals (1990),17455,blu_ray,Metro-Goldwyn-Mayer,Action; War; Adventure,6.1,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/covers/17455_medium.jpg?t=1392076472,"Jan 04, 2011"
Nemesis (1992),216410,blu_ray,MVD Visual,Thriller; Sci-Fi; Action,6.1,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 4.0; Video = 3.5,https://images4.static-bluray.com/movies/covers/216410_medium.jpg?t=1546750726,"Jan 08, 2019"
Nemesis 2 / Nemesis 3 / Nemesis 4 (1995-1996),222949,blu_ray,MVD Visual,Thriller; Sci-Fi; Action,6.1,3D = 0.0; 4K = 0.0; Audio = 2.0; Extras = 1.0; Video = 3.0,https://images2.static-bluray.com/movies/covers/222949_medium.jpg?t=1548382381,1996
The Neptune Factor (1973),155970,blu_ray,Kino Lorber,Adventure; Sci-Fi,5.8,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 3.5; Video = 4.5,https://images.static-bluray.com/movies/covers/155970_medium.jpg?t=1472851640,"Dec 06, 2016"
The Nest (1988),56051,blu_ray,Shout Factory,Horror; Thriller; Sci-Fi,6.2,3D = 0.0; 4K = 0.0; Audio = 3.0; Extras = 1.5; Video = 4.0,https://images.static-bluray.com/movies/covers/56051_medium.jpg?t=1372218285,"Feb 19, 2013"
The NeverEnding Story (1984),105924,blu_ray,Warner Bros.,Family; Fantasy; Adventure; Drama,7.6,3D = 0.0; 4K = 0.0; Audio = 2.8; Extras = 3.6; Video = 2.8,https://images.static-bluray.com/movies/covers/105924_medium.jpg?t=1406869413,"Oct 07, 2014"
New Year's Evil (1980),109613,blu_ray,Shout Factory,Horror; Thriller,5.8,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 2.0; Video = 3.5,https://images4.static-bluray.com/movies/covers/109613_medium.jpg?t=1420846056,"Feb 24, 2015"
Night of the Comet (1984),61385,blu_ray,Shout Factory,Horror; Thriller; Sci-Fi; Comedy,7.1,3D = 0.0; 4K = 0.0; Audio = 3.8; Extras = 3.2; Video = 3.5,https://images3.static-bluray.com/movies/covers/61385_medium.jpg?t=1455115238,"Nov 19, 2013"
Night of the Living Dead (1968),190297,blu_ray,Criterion,Horror,8.2,3D = 0.0; 4K = 0.0; Audio = 4.7; Extras = 5.0; Video = 5.0,https://images4.static-bluray.com/movies/covers/190297_medium.jpg?t=1544823140,"Feb 13, 2018"
Night Train to Terror (1985),81969,blu_ray,Vinegar Syndrome,Horror,5.7,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 4.0; Video = 4.0,https://images.static-bluray.com/movies/covers/81969_medium.jpg?t=1421476956,"Oct 08, 2013"
Nightbeast (1982),243392,blu_ray,Vinegar Syndrome,Horror; Sci-Fi,6,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 5.0; Video = 4.5,https://images3.static-bluray.com/movies/covers/243392_medium.jpg?t=1560469973,"May 23, 2019"
Nightcrawler (2014),115403,blu_ray,Universal Studios,Drama; Crime; Thriller,8.2,3D = 0.0; 4K = 0.0; Audio = 4.7; Extras = 2.8; Video = 4.6,https://images2.static-bluray.com/movies/covers/115403_medium.jpg?t=1423317735,"Feb 10, 2015"
Nighthawks (1981),149304,blu_ray,Shout Factory,Action; Crime; Thriller,6.9,3D = 0.0; 4K = 0.0; Audio = 3.9; Extras = 3.6; Video = 4.0,https://images.static-bluray.com/movies/covers/149304_medium.jpg?t=1454695908,"Oct 18, 2016"
Nightmare at Noon (1988),109956,blu_ray,Shout Factory,Horror; Sci-Fi; Action,6.1,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/covers/109956_medium.jpg?t=1508452770,"Mar 20, 2018"
Nightmare Beach (1989),226443,blu_ray,Kino Lorber,Horror,6.3,3D = 0.0; 4K = 0.0; Audio = 5.0; Extras = 2.0; Video = 4.5,https://images3.static-bluray.com/movies/covers/226443_medium.jpg?t=1564075125,"Oct 08, 2019"
The Nightmare Before Christmas (1993),211788,blu_ray,Disney / Buena Vista,Family; Animation; Fantasy; Musical; Holiday,8.2,3D = 0.0; 4K = 0.0; Audio = 5.0; Extras = 3.5; Video = 5.0,https://images3.static-bluray.com/movies/covers/211788_medium.jpg?t=1533448733,"Sep 02, 2018"
Nightmare Cinema (2018),246848,blu_ray,Cinedigm,Horror,7,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 0.0; Video = 4.0,https://images4.static-bluray.com/movies/covers/246848_medium.jpg?t=1562117199,"Sep 03, 2019"
A Nightmare on Elm Street Collection (1984-1994),141861,blu_ray,New Line Cinema,Horror; Thriller; Mystery; Supernatural; Surreal; Imaginary,6.4,3D = 0.0; 4K = 0.0; Audio = 3.8; Extras = 3.9; Video = 4.0,https://images.static-bluray.com/movies/covers/141861_medium.jpg?t=1443983442,1994
Nightmare Sisters (1988),163250,blu_ray,Vinegar Syndrome,Horror; Comedy; Fantasy,5.9,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 4.5; Video = 4.5,https://images.static-bluray.com/movies/covers/163250_medium.jpg?t=1474390696,"Oct 25, 2016"
Nightmare Weekend (1986),131655,blu_ray,Vinegar Syndrome,Horror; Sci-Fi,5.8,3D = 0.0; 4K = 0.0; Audio = 3.8; Extras = 2.8; Video = 4.0,https://images3.static-bluray.com/movies/covers/131655_medium.jpg?t=1446449707,"Jan 19, 2016"
Ninja III: The Domination (1984),66815,blu_ray,Shout Factory,Horror; Martial arts; Action,6.5,3D = 0.0; 4K = 0.0; Audio = 3.4; Extras = 2.2; Video = 4.3,https://images4.static-bluray.com/movies/covers/66815_medium.jpg?t=1395984083,"Jun 11, 2013"
Ninja Scroll (1993),123677,blu_ray,Sentai Filmworks,Anime; Foreign; Martial arts; Action; Fantasy; Adventure,8,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/covers/123677_medium.jpg?t=1494911268,"May 19, 2015"
Oblivion 4K (2013),156371,blu_ray,Universal Studios,Action; Sci-Fi; Adventure; Thriller; Comic book; Mystery; Drama,7.3,3D = 0.0; 4K = 3.5; Audio = 4.9; Extras = 3.2; Video = 4.6,https://images.static-bluray.com/movies/covers/156371_medium.jpg?t=1542357176,"Aug 09, 2016"
Ocean's Trilogy Collection (2001-2007),98323,blu_ray,Warner Bros.,Crime; Heist; Comedy,7,3D = 0.0; 4K = 0.0; Audio = 2.2; Extras = 4.0; Video = 3.8,https://images.static-bluray.com/movies/covers/98323_medium.jpg?t=1399513280,2007
The Odd Angry Shot (1979),75117,blu_ray,Synapse Films,Action; Comedy; War,6.9,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 3.0; Video = 4.0,https://images3.static-bluray.com/movies/covers/75117_medium.jpg?t=1402028559,"Aug 13, 2013"
Office Space (1999),2536,blu_ray,20th Century Fox,Comedy; Dark humor; Crime; Romance,8.1,3D = 0.0; 4K = 0.0; Audio = 4.1; Extras = 3.0; Video = 4.5,https://images2.static-bluray.com/movies/covers/2536_medium.jpg?t=1392446141,"Feb 03, 2009"
The Omen Collection (1976-2006),246762,blu_ray,Shout Factory,Horror; Thriller; Supernatural; Mystery; Drama,6.1,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 3.5; Video = 4.0,https://images.static-bluray.com/movies/covers/246762_medium.jpg?t=1583542827,2006
